snr_before,snr_after,snr_improvement,psnr,mse,mae,ssim
17.787853,15.096532,-2.6913214,18.78126,0.013239574,0.10824399,0.9623102783396703
14.832082,10.7977295,-4.0343523,14.414506,0.036186732,0.15723681,0.8542759529727911
15.790986,9.068362,-6.722624,13.908865,0.04065495,0.18826653,0.7627568026911118
-2.6899743,8.591428,11.281403,22.64539,0.005438273,0.062154327,0.7914621598244885
0.026493045,4.8513947,4.8249016,22.591866,0.005505711,0.050928824,0.4892804010353755
-0.13784677,7.4349318,7.5727787,20.367653,0.009188292,0.08524662,0.8603154827754222
8.187847,17.761957,9.57411,27.048843,0.0019729487,0.03172098,0.9552741942209536
-0.28355715,7.4674563,7.7510133,21.47179,0.00712559,0.0697771,0.7832545109311039
3.2499924,12.337463,9.087471,27.749668,0.0016789325,0.029386677,0.9282489753867106
4.39798,2.2520306,-2.1459496,20.69056,0.0085299,0.08096917,-0.08962796523811851
-4.6614704,7.380505,12.041975,26.285378,0.0023521355,0.042492285,0.8482564766637916
-9.391937,0.8218098,10.213747,22.515255,0.005603697,0.05491186,0.31457812351045367
7.5124145,14.712663,7.2002482,22.40995,0.0057412307,0.063987866,0.91745880966355
4.853261,9.176227,4.3229656,19.721123,0.010663208,0.08277841,0.8444681509932607
-2.2742472,3.6930168,5.967264,20.438126,0.0090403985,0.07234002,0.45921654369895143
-2.5587928,9.825434,12.384227,25.064896,0.0031153753,0.044363823,0.8667094230787413
-6.00305,6.6159477,12.618998,27.375969,0.001829797,0.030642305,0.8419397986981303
-5.4638743,5.6973414,11.161216,20.89607,0.008135662,0.08073395,0.7776839526993443
-5.7736654,4.9355316,10.709197,25.451326,0.0028501474,0.031047342,0.6703880651885673
0.9763516,4.994294,4.0179424,19.61425,0.010928866,0.08087947,0.5559284168531854
-5.253063,7.039463,12.292526,26.519787,0.0022285443,0.037772726,0.8229622395882492
-0.092397965,9.305401,9.397799,24.965189,0.0031877279,0.04024053,0.8490845847224796
-1.0441116,9.471325,10.515436,27.487335,0.0017834728,0.033436775,0.8764424832369455
-10.896281,0.18235555,11.078637,21.520935,0.0070454143,0.07465243,0.46679249506728215
-2.7914176,5.045386,7.8368034,22.185795,0.006045337,0.059605777,0.5639964392886896
-4.1321716,9.515151,13.647323,30.37055,0.00091821636,0.024199069,0.9070123770355043
2.7512383,13.930967,11.179729,26.235874,0.0023791,0.04129646,0.9603903155342524
0.2028761,7.854739,7.651863,22.7001,0.005370196,0.05802366,0.8193269624179514
-0.6244224,2.989216,3.6136384,22.417059,0.0057318397,0.052354664,0.5254332774632648
1.528427,13.288277,11.75985,26.432274,0.0022739065,0.039183255,0.9472468098815259
-7.1669493,5.6405354,12.807485,26.77305,0.0021023012,0.04032228,0.7948469809435407
-6.468942,3.7119842,10.180926,25.008286,0.0031562513,0.035257146,0.5700750938019608
-8.471074,2.7824,11.253474,22.669546,0.005408108,0.05965123,0.6395860652273929
0.0930278,13.454229,13.361201,28.235464,0.0015012517,0.03169663,0.9496844929140611
