snr_before,snr_after,snr_improvement,psnr,mse,mae,ssim
14.659343,18.584248,3.9249048,22.355553,0.005813596,0.067408085,0.943169607031543
29.640436,15.930633,-13.709804,17.928394,0.016112415,0.12389874,0.9731759804494936
17.90855,16.734018,-1.1745319,20.508507,0.00889507,0.088671096,0.9290212525299744
21.852852,13.925798,-7.9270535,17.471468,0.017900007,0.1281855,0.934374161604317
24.562304,16.718937,-7.8433666,20.293503,0.009346513,0.09419211,0.9773493641984756
15.98435,18.1752,2.1908493,21.705267,0.006752636,0.073433384,0.9491749194574165
20.579735,13.740469,-6.839266,16.045439,0.024857422,0.1449068,0.9001005921073432
27.458363,15.335292,-12.123071,18.572206,0.013892468,0.1143833,0.9664433499772179
29.830715,15.558374,-14.272341,18.149464,0.015312766,0.12087875,0.972256829539397
-14.465487,-9.699922,4.765565,12.38835,0.057698566,0.23412216,0.14435731421828032
-15.307917,-10.661544,4.646373,10.863958,0.081960425,0.2820605,0.052311730420993685
-17.212536,-14.69769,2.5148458,7.237851,0.18889259,0.40772593,0.01888219218683741
-16.355804,-11.961604,4.3942003,9.965365,0.10080068,0.31345543,0.04688882093164689
-16.86235,-12.791062,4.071288,9.087005,0.12339556,0.3468925,0.0434158272497925
-10.954094,-8.043307,2.9107866,9.3010435,0.11746153,0.29747522,0.07298418287633844
-15.18965,-12.260808,2.9288416,7.54483,0.17600176,0.38777673,-0.036876895190669015
-3.0848808,-0.16471998,2.9201608,16.542456,0.02216942,0.12358775,0.2728782640072446
-8.1284685,-3.4274292,4.7010393,11.177297,0.07625536,0.2644312,0.10644605878398367
-15.021948,-12.755186,2.2667618,7.383251,0.1826732,0.38671288,-0.02053886299138553
-9.344784,-4.0931635,5.2516203,14.340185,0.03681133,0.18505064,0.34165209865824464
-9.766569,-6.5624437,3.2041254,9.837339,0.10381643,0.2659186,-0.06074359163515932
-11.597919,-8.21884,3.3790798,9.1045265,0.12289873,0.3321156,0.14136136608179553
-9.413136,-3.7715564,5.641579,13.147188,0.048448592,0.21120238,0.1598685534680552
-3.5228944,4.8139424,8.336837,18.24168,0.014991048,0.109835364,0.4798935469608508
-11.880856,-7.279188,4.6016674,13.213293,0.047716726,0.21340801,0.22902686403195502
-10.117077,-4.4685974,5.6484795,13.929985,0.040457737,0.195796,0.38049179731330207
-11.689844,-6.6534667,5.0363774,11.506252,0.07069273,0.26027396,0.0806332282802219
-10.256336,-4.9167204,5.339616,12.171416,0.060653858,0.23867066,0.0538684020317549
-12.146336,-7.5998964,4.546439,10.833452,0.082538165,0.28233773,0.16922320042353173
-10.824118,-7.595019,3.2290988,10.267592,0.09402443,0.2728129,-0.027128714929833653
-13.495205,-9.165055,4.3301497,10.515065,0.08881646,0.286884,0.1028008704526264
-17.914618,-13.931098,3.9835196,8.635575,0.1369123,0.36366343,0.037567657440537985
-15.648719,-11.787346,3.861373,9.040413,0.12472649,0.34520903,0.0334305523432103
-11.631971,-7.3957033,4.236268,11.514684,0.07055562,0.25212473,-0.017016111328272382
-4.6111984,2.0995271,6.710726,18.910408,0.012851659,0.10583275,0.6714753591821946
-13.305701,-9.122954,4.182747,9.66612,0.107991114,0.32200363,0.09791899541723545
-12.107711,-9.531781,2.5759296,8.258539,0.14932966,0.3376771,-0.07050377784288925
-11.104217,-5.647378,5.4568386,12.005125,0.06302132,0.24481043,0.2585114169305798
-10.784687,-5.7667828,5.0179043,11.193974,0.07596308,0.26906058,0.2216916457645983
-8.075145,-3.7476459,4.327499,12.461733,0.056731828,0.20282131,-0.030438904018210197
-11.081045,-6.9395466,4.1414986,9.7650795,0.105558224,0.3144678,0.03223162997108323
-5.283153,6.7552514,12.038404,24.844868,0.0032772769,0.037626717,0.5757557660786685
-10.630234,-6.333309,4.2969246,10.772681,0.083701245,0.25321466,0.1654197727257874
-11.274357,-6.963198,4.3111587,11.2900505,0.07430104,0.23043923,0.04970401217151048
-12.717663,-8.288144,4.4295187,10.203573,0.09542071,0.30215293,0.13233552647673896
-2.0809724,4.9580364,7.039009,17.927467,0.016115848,0.10863853,0.6003554422359253
-6.605607,-3.2500339,3.3555732,10.614448,0.08680709,0.2523184,-0.5188534077971594
