,mean,std,min,max,median
snr_before,3.360189914703369,8.584277153015137,-19.386341094970703,31.852516174316406,3.261382579803467
snr_after,8.24758243560791,6.741283416748047,-16.24141502380371,22.15514373779297,10.012588500976562
snr_improvement,4.887392044067383,4.642608165740967,-18.081539154052734,16.078693389892578,5.782684326171875
psnr,20.259695053100586,5.313066482543945,3.202340841293335,35.56293869018555,20.591854095458984
mse,0.020435428246855736,0.033720213919878006,0.000277783430647105,0.7175582647323608,0.008725989609956741
mae,0.10373077541589737,0.07677242904901505,0.01132733840495348,0.8452789783477783,0.08020392060279846
ssim,0.726948330099976,0.29338805836217163,-0.7572950646332979,0.9826547837940237,0.8536285919890463
