,mean,std,min,max,median
snr_before,3.360189914703369,8.584277153015137,-19.386341094970703,31.852516174316406,3.261382579803467
snr_after,8.943999290466309,7.149341106414795,-16.173179626464844,25.208641052246094,10.101133346557617
snr_improvement,5.583809852600098,5.3392133712768555,-16.432044982910156,17.219308853149414,6.740871429443359
psnr,20.956113815307617,5.258478164672852,3.19345760345459,33.978599548339844,21.753873825073242
mse,0.018658438697457314,0.035009562969207764,0.00040007365169003606,0.719027578830719,0.006677480414509773
mae,0.0957394391298294,0.07520865648984909,0.015059554018080235,0.8455120921134949,0.07080625742673874
ssim,0.730656735640577,0.33109170643375624,-0.8576440887232644,0.9955228604876486,0.8723640269711984
