,mean,std,min,max,median
snr_before,3.360189914703369,8.584277153015137,-19.386341094970703,31.852516174316406,3.261382579803467
snr_after,7.039623737335205,5.026394367218018,-14.063878059387207,17.428634643554688,8.42519760131836
snr_improvement,3.679434061050415,5.677399635314941,-21.561737060546875,13.587888717651367,5.501686096191406
psnr,19.05173683166504,4.08518648147583,2.381258249282837,28.714176177978516,19.40218734741211
mse,0.020228395238518715,0.028884386643767357,0.0013445670483633876,0.86689293384552,0.011475754901766777
mae,0.10693804919719696,0.06329508870840073,0.022227704524993896,0.9300950169563293,0.08785374462604523
ssim,0.6581117180478462,0.271137972792214,-0.6852626404746311,0.9410755792748906,0.7568498175406524
